Date,Time Frame,Estuary,Zone,Dissolved oxygen (% saturation),Salinity (psu),pH,Chlorophyll-a (ug/L),"Blue green algae (BGA, ug/L)",Turbidity (NTU),fDOM (RFU),Dissolved nitrogen (ug/L),Total nitrogen (ug/L),Dissolved phosphorus (ug/L),Total phosphorus (ug/L),"Nitrogen oxides (NOx, ug/L)","Ammonia (NH3, ug/L)","Phosphate (PO4 3-, ug/L"
31/10/2017,Pre-fire,Lake Conjola,1,102.1,33,7.97,2.63,5.56,1,3,208.4,326.5,12.34,22.6,1,3,0
31/10/2017,Pre-fire,Lake Conjola,2,104.4,34,8.05,1.5,2.32,0,2,,,,,,,
23/11/2017,Pre-fire,Lake Conjola,1,96.9,33,7.92,2.5,6.15,1,3,,,,,,,
23/11/2017,Pre-fire,Lake Conjola,2,98.1,34,8,1.06,2.39,1,2,,,,,,,
19/12/2017,Pre-fire,Lake Conjola,1,100.3,34,7.8,2.61,3.56,1,4,225.7,287.7,-1.97426,6.388,0.03515,0.2326,0.6248
19/12/2017,Pre-fire,Lake Conjola,2,108.5,34,7.91,1.58,1.73,0,2,,,,,,,
24/01/2018,Pre-fire,Lake Conjola,1,98.5,34,7.88,3.52,4.85,1,3,,,,,,,
24/01/2018,Pre-fire,Lake Conjola,2,99.6,34,7.91,2.79,3.73,0,3,,,,,,,
20/02/2018,Pre-fire,Lake Conjola,2,96.2,35,7.99,9.59,11.55,0,3,,,,,,,
20/02/2018,Pre-fire,Lake Conjola,1,102.6,35,8.01,11.29,11.52,1,3,226.2,155.2,7.96,18.49,0.5178,3.107,1.594
9/03/2018,Pre-fire,Lake Conjola,2,105.5,33,8.01,1.54,1.68,0,3,,,,,,,
9/03/2018,Pre-fire,Lake Conjola,1,106.1,32,7.99,2.57,2.88,1,5,,,,,,,
17/02/2020,Post-fire,Lake Conjola,1,92.5,1,6.61,8.48,17.43,4,34,1200,1200,9,37,420,350,4
17/02/2020,Post-fire,Lake Conjola,2,88.4,5,7.26,29.54,30.92,3,34,,,,,,,
20/01/2020,Post-fire,Lake Conjola,1,81.4,33,7.79,4.57,11.35,1,7,340,410,8,17,19,30,0.5
20/01/2020,Post-fire,Lake Conjola,2,96.3,34,7.79,4.96,12.54,1,7,,,,,,,
2/03/2020,Post-fire,Lake Conjola,1,122.1,26,8.09,5.09,11.08,2,11,280,540,7,27,1,3,2
2/03/2020,Post-fire,Lake Conjola,2,111.1,27,8.1,3.94,8.53,2,9,,,,,,,
23/11/2021,Post-fire,Lake Conjola,1,107.1,28,8.08,7.21,11.81,1,6,200,280,4,14,2,6,1
23/11/2021,Post-fire,Lake Conjola,2,98.3,29,8.11,4.85,8.36,1,5,,,,,,,
12/01/2022,Post-fire,Lake Conjola,1,107.8,1,6.57,6.96,19.12,53,28,600,1000,21,89,120,54,14
12/01/2022,Post-fire,Lake Conjola,2,125.8,14,7.92,4.58,10.95,3,16,,,,,,,
10/02/2022,Post-fire,Lake Conjola,1,96.6,15,7.97,2.24,3.63,1,12,,,,,,,
10/02/2022,Post-fire,Lake Conjola,2,96.4,15,7.97,2.48,3.99,1,11,,,,,,,
1/02/2023,Post-fire,Lake Conjola,1,96.1,13,7.9948,3.650266667,6.932266667,8,16,,,,,,,
1/02/2023,Post-fire,Lake Conjola,2,97.6,16,8.2,3.1125,6.275,12,14,,,,,,,
10/12/2013,Pre-fire,Durras Lake,1,104,30,7.97,2.86,0.31,10.72,5.94,,238,350,3.8,17.9,0.5411,3.639
10/12/2013,Pre-fire,Durras Lake,2,99,29,8.01,1.08,0.2,4.51,6.19,,,,,,,
13/01/2014,Pre-fire,Durras Lake,1,97,35,8.02,1.93,0.15,9.01,3.91,1.55,209,308,5.9,21.5,0.3663,1.25437
13/01/2014,Pre-fire,Durras Lake,2,97,35,8.02,1.79,0.31,6.14,2.89,1.55,,,,,,
11/02/2014,Pre-fire,Durras Lake,1,87,37,8.14,5.4,7.6,11.25,4.36,,242,431,6.6,34.4,0,0
11/02/2014,Pre-fire,Durras Lake,2,91,37,8.16,4.78,5.8,5.13,2.91,,,,,,,
3/03/2014,Pre-fire,Durras Lake,1,111,38,8.28,1.21,-0.42,4.64,3.39,,244,433,5.9,30.8,0.0851,0.181
3/03/2014,Pre-fire,Durras Lake,2,105,37,8.24,1.24,0.62,5.05,0.52,,,,,,,
24/03/2014,Pre-fire,Durras Lake,1,92,38,8.33,8.94,17.84,11.05,3.85,,277,512,13,44.1,0.06535,0.327
24/03/2014,Pre-fire,Durras Lake,2,92,38,8.31,8.29,18.21,10.54,2.86,,,,,,,
14/04/2014,Pre-fire,Durras Lake,1,105,26,8.25,2.82,5.6,3.93,16.01,,290,498,4.5,20.5,6.99,14.64
14/04/2014,Pre-fire,Durras Lake,2,102,27,8.29,2.41,4.25,3.63,14.28,,,,,,,
25/11/2014,Pre-fire,Durras Lake,1,83,32,8.4,2.08,2.26,8.21,4.07,,255,457,6.5,29.3,2.395,2.98212
25/11/2014,Pre-fire,Durras Lake,2,85,33,8.46,1.27,-0.17,5.68,3.19,,,,,,,
9/12/2014,Pre-fire,Durras Lake,1,83,32,8.51,5.22,8.09,13.72,4.58,,240,493,5.4,30.6,0,
9/12/2014,Pre-fire,Durras Lake,2,94,33,8.6,2.72,1.99,5.13,3.3,,,,,,,
5/01/2015,Pre-fire,Durras Lake,1,100,34,8.66,4.13,7,9.43,3.35,,263,485,7.1,29.4,0,2.114
5/01/2015,Pre-fire,Durras Lake,2,99,35,8.67,4.79,7.58,8.18,2.78,,,,,,,
27/01/2015,Pre-fire,Durras Lake,1,90,28,7.85,9.33,13.52,6.44,16.11,,290,514,5.8,26.6,0.3946,4.202
27/01/2015,Pre-fire,Durras Lake,2,94,30,7.93,7.15,8.71,4.54,10.96,,,,,,,
17/02/2015,Pre-fire,Durras Lake,1,99,32,8.31,1.38,-0.78,3.81,5.29,,264,404,6.2,23.2,2.358,3.9354
17/02/2015,Pre-fire,Durras Lake,2,103,32,8.32,1.27,-1.36,2.4,4.59,,,,,,,
10/03/2015,Pre-fire,Durras Lake,1,91,34,8.02,3.59,3.78,6.6,4.38,,247,398,5.4,24.4,0.03621,1.457
10/03/2015,Pre-fire,Durras Lake,2,92,35,8.06,3.26,2.71,4.85,0.12,,,,,,,
21/10/2015,Pre-fire,Durras Lake,1,107,35,8.03,3.43,9.23,4.01,3.91,,,,,,,
21/10/2015,Pre-fire,Durras Lake,2,107,35,8.07,2.94,8.55,3.14,2.89,,,,,,,
14/12/2015,Pre-fire,Durras Lake,1,104,35,8.04,2.18,-1.58,5.42,2.07,,170,295,4.5,20.1,0.43,0.22
14/12/2015,Pre-fire,Durras Lake,2,105,35,8.07,1.53,-2.64,3.98,1.01,,,,,,,
22/01/2016,Pre-fire,Durras Lake,1,99,30,8.06,2.56,0.25,3.92,6.59,,338.33,518.77,7.11,19.73,0.5,0.5
22/01/2016,Pre-fire,Durras Lake,2,94,30,8.07,1.87,-0.63,3.23,5.63,,,,,,,
11/02/2016,Pre-fire,Durras Lake,1,105,32,8.2,3.21,1.64,4.73,3.48,,309,585.55,4.99,17.8,0.5,0.5
11/02/2016,Pre-fire,Durras Lake,2,102,33,8.21,2.84,0.76,2.83,2.44,,,,,,,
16/03/2016,Pre-fire,Durras Lake,1,104,36,8.54,5.19,6.77,14.24,3.29,,355.61,692.24,7.17,28.95,0.5,0.5
16/03/2016,Pre-fire,Durras Lake,2,99,36,8.54,6.11,8.03,7.79,2.24,,,,,,,
13/04/2016,Pre-fire,Durras Lake,1,96,36,8.14,2.62,7.64,3.9,1.69,,302.34,309.93,6.23,8.4,0.5,6.72
13/04/2016,Pre-fire,Durras Lake,2,94,36,8.17,3.08,8.15,3.79,0.91,,,,,,,
22/11/2016,Pre-fire,Durras Lake,1,92,37,7.91,2.09,3.54,5.93,3.68,,145,249.7,2.862,11.92,2,1.7
22/11/2016,Pre-fire,Durras Lake,2,99,37,7.98,2.23,3.13,2.61,2.51,,,,,,,
20/12/2016,Pre-fire,Durras Lake,1,92,37,7.94,2.66,4.72,9.09,3.06,,,,,,,
20/12/2016,Pre-fire,Durras Lake,2,96,36,8.01,1.79,2.88,6.43,2.45,,,,,,,
18/01/2017,Pre-fire,Durras Lake,1,107,37,7.92,7.08,10.66,17.04,4.25,,158.8,371.1,0.5681,34.53,1.69,9.441
18/01/2017,Pre-fire,Durras Lake,2,106,36,7.95,5.3,6.62,9.98,2.15,,,,,,,
8/02/2017,Pre-fire,Durras Lake,1,91,36,7.99,3.11,7.93,4.44,3.88,,,,,,,
8/02/2017,Pre-fire,Durras Lake,2,87,35,7.96,3.39,8.97,5,3.56,,,,,,,
16/03/2017,Pre-fire,Durras Lake,1,94,33,7.9,6.86,8.83,3.79,6.55,,227.5,272,7.08,8.98,1.529,108.6
16/03/2017,Pre-fire,Durras Lake,2,96,33,7.92,7.06,9.71,2.84,5.5,,,,,,,
12/04/2017,Pre-fire,Durras Lake,1,96,27,7.92,3.06,5.45,3.17,17.21,,,,,,,
12/04/2017,Pre-fire,Durras Lake,2,93,27,7.93,3.35,6.05,2.87,16.41,,,,,,,
31/10/2017,Pre-fire,Durras Lake,1,91,38,7.99,4.04,7.98,9.73,3.74,,,,,,,
31/10/2017,Pre-fire,Durras Lake,2,91,37,8,4.3,8.28,8.74,3.21,,,,,,,
23/11/2017,Pre-fire,Durras Lake,1,96,36,8,1.92,9.5,7.85,5.05,,200,327.1,14.29,29.5,0,0
23/11/2017,Pre-fire,Durras Lake,2,95,36,8,2.06,7.27,6.95,3.67,,,,,,,
19/12/2017,Pre-fire,Durras Lake,1,97,35,7.86,5.09,6.76,7.71,4.85,,,,,,,
19/12/2017,Pre-fire,Durras Lake,2,98,35,7.9,3.96,5.27,3.23,3.03,,,,,,,
19/01/2018,Pre-fire,Durras Lake,1,98,35,7.98,1.53,2.26,6.13,4.27,,185.3,292,4.768,18.02,0.4687,1.021
19/01/2018,Pre-fire,Durras Lake,2,99,35,8,0.87,1.2,2.97,2.41,,,,,,,
22/02/2018,Pre-fire,Durras Lake,1,93,36,7.89,6.37,11.28,9.03,4.96,,,,,,,
22/02/2018,Pre-fire,Durras Lake,2,83,36,7.93,5.8,12.5,6.46,4.16,,,,,,,
8/03/2018,Pre-fire,Durras Lake,1,130,34,8.11,7.27,11.65,11.52,5.16,,222.9,666.3,8.381,29.69,-0.02532,3.694
8/03/2018,Pre-fire,Durras Lake,2,112,34,8.01,3.96,5.43,8.19,4.03,,,,,,,
13/11/2018,Pre-fire,Durras Lake,1,102,35,8.1,1.92,5,4.78,4.11,,,,,,,
13/11/2018,Pre-fire,Durras Lake,2,103,35,8.06,2.14,5.24,3.71,3.84,,,,,,,
3/12/2018,Pre-fire,Durras Lake,1,103,38,7.92,3.75,5.59,8.16,5.47,,296.6,344.2,5.4,15.1,0.4,10.7
3/12/2018,Pre-fire,Durras Lake,2,104,38,7.94,2.34,3.88,4.15,4.85,,,,,,,
8/01/2019,Pre-fire,Durras Lake,1,88,37,7.71,3.61,9.46,-,7.16,,,,,,,
8/01/2019,Pre-fire,Durras Lake,2,90,37,7.79,5.05,11,-,6.28,,,,,,,
30/01/2019,Pre-fire,Durras Lake,1,109,38,7.78,3.13,8.28,7.2,7.84,,386,536.8,6.5,19.8,5.4,20
30/01/2019,Pre-fire,Durras Lake,2,111,38,7.82,3.33,6.17,4.43,7.03,,,,,,,
20/03/2019,Pre-fire,Durras Lake,1,108,36,7.65,3.21,7.55,3.94,8.63,,496.1,577.5,8.3,17.1,30.4,155.8
20/03/2019,Pre-fire,Durras Lake,2,119,35,7.76,2.59,5.99,1.96,9.19,,,,,,,
18/11/2019,Pre-fire,Durras Lake,1,94,35,7.79,1.68,3.81,3.95,8.22,,370,410,7,16,1,3
18/11/2019,Pre-fire,Durras Lake,2,93,35,7.82,3.31,6.6,5.61,7.98,,,,,,,
18/12/2019,During fire,Durras Lake,1,,38,7.87,2.74,5.25,5.19,9.34,,410,450,8,20,1,3
18/12/2019,During fire,Durras Lake,2,,38,7.86,4.02,6.88,4.73,8.98,,,,,,,
20/01/2020,During fire,Durras Lake,1,93,39,7.81,5.51,13.06,6.83,10.33,,430,490,9,22,18,15
20/01/2020,During fire,Durras Lake,2,93,39,7.77,5.78,15.75,5.26,10.07,,,,,,,
19/02/2020,Post-fire,Durras Lake,1,88,14,7.41,20.18,35.51,2.63,42.54,,1400,1600,11,37,430,160
19/02/2020,Post-fire,Durras Lake,2,91,13,7.47,14.4,30.05,1.69,43.13,,,,,,,
4/03/2020,Post-fire,Durras Lake,1,101,20,8.01,16.68,36.84,3.37,37.15,,740,1200,10,36,26,8
4/03/2020,Post-fire,Durras Lake,2,97,20,7.99,15.26,33.65,3.23,35.12,,,,,,,
11/11/2020,Post-fire,Durras Lake,1,118,25,8.11,4.79,9.43,4.7,12.37,,303.7,602.2,7.7,19.5,20,4.3
11/11/2020,Post-fire,Durras Lake,2,122,25,8.16,5.81,10.58,2.03,12.25,,,,,,,
2/12/2020,Post-fire,Durras Lake,1,91,31,7.93,6.7,14.63,6.69,8.73,,,,,,,
2/12/2020,Post-fire,Durras Lake,2,94,32,7.98,3.83,7.89,3.81,7.57,,,,,,,
13/01/2021,Post-fire,Durras Lake,1,101,33,7.87,2.76,6.66,7.09,7.36,,407.9,1087.4,5.7,21.1,0.5,0.5
13/01/2021,Post-fire,Durras Lake,2,100,33,7.92,2.21,4.45,3.47,6.59,,,,,,,
3/02/2021,Post-fire,Durras Lake,1,112,26,7.82,4.22,9.08,5.9,19.75,,,,,,,
3/02/2021,Post-fire,Durras Lake,2,116,31,7.92,2.34,4.4,3.11,9.58,,,,,,,
23/02/2021,Post-fire,Durras Lake,1,95,31,7.85,6.99,16.21,11.04,9.65,,386,427.3,3.7,,0.5,1.3
23/02/2021,Post-fire,Durras Lake,2,98,31,7.88,5.94,13.01,6.9,9.05,,,,,,,
17/03/2021,Post-fire,Durras Lake,1,109,32,7.89,4.28,8.46,6.86,7.29,,,,,,,
17/03/2021,Post-fire,Durras Lake,2,104,32,7.86,3.75,8.37,7.23,6.9,,,,,,,
23/11/2021,Post-fire,Durras Lake,1,110,31,8.08,3.43,4.51,2.04,8.3,,240,300,2,,1,3
23/11/2021,Post-fire,Durras Lake,2,104,31,8.03,4.14,5.21,1.74,7.53,,,,,,,
9/12/2021,Post-fire,Durras Lake,1,96,22,7.77,5.28,8.74,2.07,23.48,,,,,,,
9/12/2021,Post-fire,Durras Lake,2,96,23,7.83,5.78,9.16,1.55,22.7,,,,,,,
12/01/2022,Post-fire,Durras Lake,1,99,23,8.08,5.03,8.77,8.18,13.13,,330,460,4,,1,3
12/01/2022,Post-fire,Durras Lake,2,100,24,8.08,4.74,7.36,3.76,12.84,,,,,,,
10/02/2022,Post-fire,Durras Lake,1,101,26,8.03,2.34,3.69,3.09,11.48,,,,,,,
10/02/2022,Post-fire,Durras Lake,2,99,27,8,2.1,3.02,2.02,10.56,,,,,,,
15/11/2022,Post-fire,Durras Lake,1,93,27,7.75,1.92,3.6,3.51,14.47,,,,,,,
15/11/2022,Post-fire,Durras Lake,2,95,27,7.82,1.83,3.01,2.58,13.55,,,,,,,
7/12/2022,Post-fire,Durras Lake,1,95,31,7.96,1.51,4.09,2.77,7.41,,,,,,,
7/12/2022,Post-fire,Durras Lake,2,95,32,7.96,1.39,3.19,2.14,6.45,,,,,,,
24/01/2023,Post-fire,Durras Lake,1,107,35,8.14,3.74,4.12,6.61,6.76,,,,,,,
24/01/2023,Post-fire,Durras Lake,2,105,35,8.11,3.29,3.27,4.85,5.19,,,,,,,
9/02/2023,Post-fire,Durras Lake,1,88,34,8.29,3.76,8.96,2.72,9.29,,,,,,,
9/02/2023,Post-fire,Durras Lake,2,89,33,8.32,3.16,7.44,2.03,8.06,,,,,,,
6/03/2023,Post-fire,Durras Lake,1,103,23,8.01,4.49,8.04,4.73,20.34,,,,,,,
6/03/2023,Post-fire,Durras Lake,2,98,21,7.96,4.6,8.06,4.57,24.46,,,,,,,
4/04/2023,Post-fire,Durras Lake,1,103,24,8.14,1.73,2.34,2.33,13.5,,,,,,,
4/04/2023,Post-fire,Durras Lake,2,103,24,8.15,1.63,2.12,1.99,13.19,,,,,,,
26/11/2013,Pre-fire,Khappinghat Creek,1,66.64,34.93,7.58,2.09,0.19,3.513352941,7.29,359,395,6.2,13.7,3.308,24.9,0.5755
26/11/2013,Pre-fire,Khappinghat Creek,2,77.98,35.17,7.78,1.32,0.13,4.156802326,6.22,,,,,,,
2/01/2014,Pre-fire,Khappinghat Creek,1,89.12,36.27,7.73,4.43,0.15,1.860862069,7.65,329,387,5.2,12.4,4.754,30.37,0.4448
2/01/2014,Pre-fire,Khappinghat Creek,2,95.44,36.61,7.85,5.13,0.27,3.048666667,7.19,,,,,,,
29/01/2014,Pre-fire,Khappinghat Creek,1,77.18,39.03,7.81,8.15,,3.462484848,7.3,348,399,5.3,11.7,3.853,36.2,0.6001
29/01/2014,Pre-fire,Khappinghat Creek,2,84.73,39.1,7.93,14.25,,2.696871166,6.64,,,,,,,
17/02/2014,Pre-fire,Khappinghat Creek,1,81.51,41.28,7.86,5.5,6.15,2.401195219,7.47,335,424,5,14.9,6.049,25.66,1.253
17/02/2014,Pre-fire,Khappinghat Creek,2,88.83,39.16,7.94,6.2,5.96,1.747857143,6.56,,,,,,,
10/03/2014,Pre-fire,Khappinghat Creek,1,76.04,5.3,6.99,5.87,4.63,1.456953642,29.51,877,977,10.9,26.9,80.63,184,3.432
10/03/2014,Pre-fire,Khappinghat Creek,2,88.11,8.33,7.33,6.12,6.38,0.626470588,27.17,,,,,,,
7/04/2014,Pre-fire,Khappinghat Creek,1,78.23,11.86,7.49,3.3,1.04,2.107228916,28.19,681,719,10.2,16.7,11.23,152,2.054
7/04/2014,Pre-fire,Khappinghat Creek,2,82.45,12.9,7.78,4.8,3.29,2.450621469,26.21,,,,,,,
17/11/2014,Pre-fire,Khappinghat Creek,1,85.99,14.37,ND,2.94,,1.956086957,,,,,,,,
17/11/2014,Pre-fire,Khappinghat Creek,2,90.61,14.89,ND,2.8,,2.265679012,,,,,,,,
16/12/2014,Pre-fire,Khappinghat Creek,1,81.85,14.43,7.38,2.15,-1.24,7.315872093,17.22,496,555,5.6,10.3,4.185,31.7,1.48
16/12/2014,Pre-fire,Khappinghat Creek,2,83.93,14.52,7.49,2.03,-1.4,4.095341615,15.97,,,,,,,
14/01/2015,Pre-fire,Khappinghat Creek,1,67.61,14.51,ND,2.67,,5.074293785,,,,,,,,
14/01/2015,Pre-fire,Khappinghat Creek,2,71.92,14.7,ND,2.92,,3.515055762,,,,,,,,
16/02/2015,Pre-fire,Khappinghat Creek,1,60.63,10.05,ND,4.42,,5.503772727,,779,855,9.2,16.1,10.84,71.8,1.603
16/02/2015,Pre-fire,Khappinghat Creek,2,62.6,11.3,ND,4.01,,5.457936508,,,,,,,,
17/03/2015,Pre-fire,Khappinghat Creek,1,88.65,32.7,9.43,3.42,-0.52,6.200790514,4.12,,,,,,,
17/03/2015,Pre-fire,Khappinghat Creek,2,91.81,34.73,9.49,1.38,-3.95,4.873311258,0.13,,,,,,,
15/04/2015,Pre-fire,Khappinghat Creek,1,85.5,32.88,8.27,1.9,-0.23,5.144527027,3.82,156,190,3.9,9.3,3.311,18.6,0.4742
15/04/2015,Pre-fire,Khappinghat Creek,2,96.26,35.51,8.4,1.21,-1.64,2.913571429,-1.21,,,,,,,
24/10/2015,Pre-fire,Khappinghat Creek,1,91.75,25.1,7.77,1.41,5.54,3.917282609,14.05,,,,,,,
24/10/2015,Pre-fire,Khappinghat Creek,2,85.22,25.97,7.79,0.94,5.38,3.764221106,12.28,,,,,,,
19/12/2015,Pre-fire,Khappinghat Creek,1,92.84,19.48,7.69,2.08,4.96,2.272424242,24.76,423,489,5.9,12.4,1.51,19.38,1.51
19/12/2015,Pre-fire,Khappinghat Creek,2,94.06,20.24,7.81,1.41,5.67,3.066753247,22.25,,,,,,,
12/01/2016,Pre-fire,Khappinghat Creek,1,74.45,19.71,7.71,4.76,9.49,2.152673267,29.29,369.88,524.18,9.71,18.58,0.5,63.94,0.5
12/01/2016,Pre-fire,Khappinghat Creek,2,95.01,32.54,8.21,0.4,2.73,5.60879668,5.63,,,,,,,
10/02/2016,Pre-fire,Khappinghat Creek,1,81.38,26.4,8.03,2.54,6.95,4.364033149,20.86,368.99,477.04,5.82,15.08,1.01,22.32,1.01
10/02/2016,Pre-fire,Khappinghat Creek,2,96.2,28.44,8.23,0.98,3.76,3.6,13.08,,,,,,,
1/03/2016,Pre-fire,Khappinghat Creek,1,,,,,,5.149723757,,,,,,,,
1/03/2016,Pre-fire,Khappinghat Creek,2,,,,,,7.400082645,,,,,,,,
5/04/2016,Pre-fire,Khappinghat Creek,1,70.75,35.29,7.74,1.87,6.64,3.780965909,5.7,356.56,460.72,7.4,20.2,0.5,44.4,0.5
5/04/2016,Pre-fire,Khappinghat Creek,2,82.04,35.74,8.11,1.28,2.97,3.767071823,0.21,,,,,,,
7/11/2016,Pre-fire,Khappinghat Creek,1,88.72,36.37,7.65,1.06,2.53,3.623259669,5.33,200,253.7,3.175,8.509,3.5,9,3.2
7/11/2016,Pre-fire,Khappinghat Creek,2,90,36.65,7.74,1.45,4.2,5.156578073,5.04,,,,,,,
12/12/2016,Pre-fire,Khappinghat Creek,1,98.74,39.34,7.72,2.78,4.42,3.540331492,7.63,,,,,,,
12/12/2016,Pre-fire,Khappinghat Creek,2,88.41,39,7.68,1.77,4.67,2.842321429,7.22,,,,,,,
10/01/2017,Pre-fire,Khappinghat Creek,1,76.4,40.21,7.65,1.95,4.68,5.660248963,8.47,290.6,445.2,2.512,18.48,1.273,11.86,3.636
10/01/2017,Pre-fire,Khappinghat Creek,2,75.3,40.05,7.66,1.23,5.01,2.500490798,8.06,,,,,,,
31/01/2017,Pre-fire,Khappinghat Creek,1,97.85,41.11,7.68,2.35,4.62,2.583697183,8.57,,,,,,,
31/01/2017,Pre-fire,Khappinghat Creek,2,85.58,40.91,7.56,0.86,3.08,13.52715328,7.94,,,,,,,
20/02/2017,Pre-fire,Khappinghat Creek,1,103.95,42.26,7.79,6.22,9.08,2.986432749,9.59,363.5,500.7,6.292,26.11,1.09,350.9,2.389
20/02/2017,Pre-fire,Khappinghat Creek,2,89.5,42.16,7.59,6.52,8.08,2.885842697,9.05,,,,,,,
28/03/2017,Pre-fire,Khappinghat Creek,1,31.01,17.67,7.31,5.15,10.44,1.981152263,32.89,,,,,,,
28/03/2017,Pre-fire,Khappinghat Creek,2,53,30.77,7.77,1.87,2.99,3.228802395,14.44,,,,,,,
7/11/2017,Pre-fire,Khappinghat Creek,1,83.27,31.6,7.62,1.06,2.43,3.122631579,10.4,237.4,331.8,10.57,24.35,7,10,1
7/11/2017,Pre-fire,Khappinghat Creek,2,83.26,32.26,7.66,1.01,2.9,1.229026549,9.31,,,,,,,
4/12/2017,Pre-fire,Khappinghat Creek,1,91.67,32.37,7.51,3.2,5.72,2.563225806,11.12,,,,,,,
4/12/2017,Pre-fire,Khappinghat Creek,2,83.71,32.59,7.51,1.05,3.75,2.392727273,9.62,,,,,,,
9/01/2018,Pre-fire,Khappinghat Creek,1,93.52,33.36,7.57,2.37,3.39,2.907245509,11.2,329.6,437.9,2.621,6.384,0.354,0.4467,1.246
9/01/2018,Pre-fire,Khappinghat Creek,2,93.48,33.36,7.57,2.36,3.39,2.836,11.19,,,,,,,
6/02/2018,Pre-fire,Khappinghat Creek,1,83.04,34.4,7.52,1,2.28,2.263574468,11.59,,,,,,,
6/02/2018,Pre-fire,Khappinghat Creek,2,86.7,34.45,7.61,0.82,2.35,2.430564784,9.44,,,,,,,
27/02/2018,Pre-fire,Khappinghat Creek,1,86.93,34.64,7.63,1.65,3.82,1.290938511,12.5,360.5,1199,6.729,15.97,3.494,8.345,1.984
27/02/2018,Pre-fire,Khappinghat Creek,2,85.23,34.66,7.63,0.87,3.54,4.44316129,10.52,,,,,,,
12/04/2018,Pre-fire,Khappinghat Creek,2,75.31,27.16,7.73,1.79,2.87,1.977740113,14.22,,,,,,,
12/04/2018,Pre-fire,Khappinghat Creek,1,73.99,26.62,7.67,2.14,3.55,2.283653846,15.7,,,,,,,
1/11/2018,Pre-fire,Khappinghat Creek,1,71.45,12.13,6.98,4.41,7.79,2.4659375,38.49,,,,,,,
1/11/2018,Pre-fire,Khappinghat Creek,2,70.2,13.4,6.75,4.11,6.97,3.300229885,38.83,,,,,,,
28/11/2018,Pre-fire,Khappinghat Creek,1,92.74,32.72,7.38,2.07,4.23,3.29,10.07,283.9,385.9,3.5,11.3,0.8,8.8,0.9
28/11/2018,Pre-fire,Khappinghat Creek,2,92.81,34.16,7.44,0.63,1.89,1.989385475,6.57,,,,,,,
12/12/2018,Pre-fire,Khappinghat Creek,1,83.3,34.35,7.73,1.3,,2.761134752,,,,,,,,
12/12/2018,Pre-fire,Khappinghat Creek,2,91,34.51,7.81,1,,5.196880342,,,,,,,,
21/01/2019,Pre-fire,Khappinghat Creek,1,77.37,38.55,7.74,4.48,11.99,2.460390625,11.15,348.5,427.7,6.3,57,1.2,5.7,3.6
21/01/2019,Pre-fire,Khappinghat Creek,2,89.68,38.75,7.83,2.65,9.67,3.566061776,9.39,,,,,,,
12/02/2019,Pre-fire,Khappinghat Creek,1,106.05,39,7.79,3.52,6.29,3.328413793,10.39,,,,,,,
12/02/2019,Pre-fire,Khappinghat Creek,2,108.32,39.24,7.84,2.11,5.46,2.833397436,9.44,,,,,,,
7/03/2019,Pre-fire,Khappinghat Creek,1,84.62,40.32,7.78,1.95,8.01,2.36733945,10.39,323.1,406.6,9,18.4,1.9,4.4,0.9
7/03/2019,Pre-fire,Khappinghat Creek,2,93.16,40.32,7.86,1.32,8.82,2.249878049,9.39,,,,,,,
4/11/2019,Pre-fire,Khappinghat Creek,1,90.48,43.65,7.63,2.12,3.97,3.745643564,8.74,410,450,#VALUE!,10,9,120,1
4/11/2019,Pre-fire,Khappinghat Creek,2,95.88,43.54,7.7,2.06,4.55,1.5188,8.2,,,,,,,
10/12/2019,During fire,Khappinghat Creek,1,96.52,48.66,7.62,2.64,4.74,2.229605263,10.06,,,,,,,
8/01/2020,Post-fire,Khappinghat Creek,1,111.7,53.78,7.83,11.37,19.09,1.349868421,11.31,440,730,7,48,1,19,1
8/01/2020,Post-fire,Khappinghat Creek,2,104.41,53.17,7.78,4.86,11.26,5.876132597,10.81,,,,,,,
29/01/2020,Post-fire,Khappinghat Creek,1,136.16,51.67,7.94,10.18,13.99,2.597016575,11.6,450,610,11,36,1,26,0.5
29/01/2020,Post-fire,Khappinghat Creek,2,111.18,51.65,7.85,7.21,11.93,2.3,11.54,,,,,,,
25/02/2020,Post-fire,Khappinghat Creek,1,128.99,22.74,8.05,8.09,16.84,6.838842975,28.83,450,580,8,20,96,61,2
25/02/2020,Post-fire,Khappinghat Creek,2,115.49,25.42,8.01,5.75,12.82,6.239586777,23.5,,,,,,,
11/03/2020,Post-fire,Khappinghat Creek,1,93.98,10.8,7.32,7.83,17.05,4.566363636,34.54,1300,1500,7,29,870,55,2
11/03/2020,Post-fire,Khappinghat Creek,2,89.51,28.3,7.79,3.56,14.37,3.669173554,15.48,,,,,,,
3/11/2020,Post-fire,Khappinghat Creek,1,85.97,25.45,7.83,3.58,8.78,6.947593361,10.67,288.1,495.4,2.4,14.6,0.5,1.5,0.5
3/11/2020,Post-fire,Khappinghat Creek,2,84.47,25.55,7.82,1.13,4.07,7.613485477,10,,,,,,,
26/11/2020,Post-fire,Khappinghat Creek,1,87.42,26.02,7.81,2.27,6.19,3.107237569,10.64,,,,,,,
26/11/2020,Post-fire,Khappinghat Creek,2,80.03,26.22,7.76,1.01,4.86,3.461933702,10.04,,,,,,,
